transaction_id,user_id,merchant_id,device_id,amount,timestamp,location,risk_label
a724f8f3-0bb4-4f10-9632-db4719da1a88,user_0003,merch_0055,dev_0030,194.21,2024-02-22 13:01:00,US-CA,1
6bf78dcb-ea5e-4d76-b6ce-16ea7293e95c,user_0003,merch_0019,dev_0070,28.38,2024-02-23 01:47:00,US-NY,0
86cb676f-ceea-4a5b-83b2-bbbdff110b02,user_0003,merch_0019,dev_0070,12.61,2024-03-11 18:17:00,US-NY,0
2e106a7d-52a5-476c-bf6d-4ae7e257b622,user_0003,merch_0010,dev_0070,39.48,2024-03-12 03:27:00,US-NY,0
f64d1c99-c364-4461-b29a-7f7c6f54da87,user_0004,merch_0050,dev_0031,18.09,2024-01-14 22:55:00,UK-LON,0
3bd9b8af-d0f9-400f-a55e-9da988417f57,user_0004,merch_0050,dev_0042,19.77,2024-01-17 03:57:00,UK-LON,0
5f88a9a5-775d-42d8-b05a-6c2cf5d5809d,user_0004,merch_0007,dev_0042,16.82,2024-01-24 01:16:00,US-TX,0
b04cf957-f627-47c5-9600-4fa7dbead221,user_0004,merch_0050,dev_0042,14.91,2024-01-24 01:36:00,UK-LON,0
77a23e20-e8f9-4e52-86e2-2f5ea19789f3,user_0004,merch_0050,dev_0042,28.48,2024-02-02 16:45:00,UK-LON,0
903d40db-a2a8-4c0a-b28b-e2826b4526d2,user_0004,merch_0050,dev_0042,22.57,2024-02-08 00:08:00,UK-LON,0
5169d60e-2cd7-43b7-9172-64ed61869458,user_0004,merch_0027,dev_0076,203.26,2024-02-11 07:27:00,US-TX,1
e49a14d6-21cf-4a0b-ab1c-731598df5885,user_0004,merch_0050,dev_0028,39.02,2024-02-12 20:55:00,UK-LON,0
f249f166-340c-4d38-8915-987974fe5bb7,user_0004,merch_0014,dev_0060,353.19,2024-02-14 22:19:00,US-CA,1
99ce3e13-51d5-4cf0-a6cf-396338ca9475,user_0004,merch_0022,dev_0035,427.85,2024-02-22 00:43:00,SG,1
05b44455-f22a-491d-9e0c-cc50fe32d635,user_0004,merch_0050,dev_0042,14.32,2024-02-26 04:37:00,UK-LON,0
1dddb7a5-6493-4a16-ac12-3a760552ff75,user_0004,merch_0050,dev_0042,35.36,2024-03-06 23:50:00,UK-LON,0
418096be-183f-4f9a-8473-38e7effe6a90,user_0004,merch_0043,dev_0042,38.05,2024-03-26 19:23:00,UK-LON,0
5ad43e3d-749c-4e35-b22a-b5018acbaeb7,user_0005,merch_0018,dev_0010,18.35,2024-01-16 23:08:00,US-TX,0
7e09c29c-5177-4d4d-87bd-752f7f61bf37,user_0005,merch_0035,dev_0010,49.01,2024-01-22 03:55:00,US-TX,0
3be22b4b-fde9-4d91-913d-3c1a7efe7d45,user_0005,merch_0043,dev_0030,552.11,2024-01-26 15:09:00,US-TX,1
9e602d7d-a9db-480b-847b-038d20d3281d,user_0005,merch_0018,dev_0010,49.6,2024-02-12 21:57:00,US-TX,0
2d63a12c-8d35-41bc-9d43-88fe9a1d844a,user_0005,merch_0018,dev_0010,38.54,2024-02-21 19:09:00,US-TX,0
2b03e6b7-f6a5-4532-8a60-171a2d8a348f,user_0005,merch_0018,dev_0010,35.51,2024-02-23 22:57:00,US-TX,0
90cf6297-90aa-4698-84c4-7537929983d3,user_0005,merch_0049,dev_0010,28.87,2024-02-24 19:11:00,IN-MUM,0
c53e30ba-15ef-4e21-97ab-32faff54ee87,user_0005,merch_0038,dev_0010,28.86,2024-02-27 01:52:00,US-TX,0
cc19bc74-b57f-4323-bd84-e6356d6b307b,user_0005,merch_0030,dev_0031,234.34,2024-02-28 10:26:00,DE-BER,1
287ef008-dacd-4e35-a7f9-6f76384be2d9,user_0005,merch_0048,dev_0002,25.51,2024-03-02 16:22:00,US-TX,0
b047bac9-57be-4f07-8a99-e9434ff0e635,user_0005,merch_0018,dev_0010,24.14,2024-03-07 23:40:00,US-TX,0
b4b34b2d-fbca-43f2-8b3e-cbaded5d7349,user_0005,merch_0053,dev_0010,21.44,2024-03-11 04:38:00,US-TX,0
6cbeece2-97ef-4fe3-bd0b-5c6bc556e5e4,user_0005,merch_0018,dev_0010,7.55,2024-03-31 19:04:00,US-TX,0
83532459-1ef8-4eb8-92fd-448f16805266,user_0006,merch_0025,dev_0062,28.44,2024-01-11 01:44:00,US-CA,0
e4c8c6d6-03c1-4f4b-995b-99b3c64854fe,user_0006,merch_0014,dev_0062,19.57,2024-01-23 01:38:00,US-TX,0
ea2f7c48-27a1-4fd9-8543-25b342563f56,user_0006,merch_0008,dev_0054,214.48,2024-01-24 22:03:00,IN-MUM,1
9b21eec8-4a51-4b18-bd95-e292e0feed53,user_0006,merch_0002,dev_0062,19.43,2024-02-01 19:53:00,US-TX,0
1e472fae-e2eb-4e26-a1b9-e81f96f8167d,user_0006,merch_0014,dev_0062,28.81,2024-02-18 20:48:00,US-TX,0
ba97126e-0774-4b2a-a597-bb9d5200ab73,user_0006,merch_0014,dev_0062,25.57,2024-02-22 03:10:00,US-TX,0
69d9d435-7d79-4c60-a758-96ab17d77db2,user_0006,merch_0014,dev_0062,25.63,2024-02-24 05:31:00,US-TX,0
39cd05a2-a938-454e-8f8b-02e635670716,user_0006,merch_0050,dev_0072,332.94,2024-03-09 19:27:00,US-NY,1
2012d24d-8843-492e-b7cf-332afa73be8b,user_0006,merch_0017,dev_0062,17.89,2024-03-10 04:30:00,US-TX,0
4f1eef17-776f-4111-84ec-03a71146d1e8,user_0006,merch_0030,dev_0062,47.71,2024-03-10 16:22:00,US-TX,0
2fa630ac-7cfe-43fb-a91b-e90acce13292,user_0006,merch_0014,dev_0079,10.03,2024-03-14 02:01:00,DE-BER,0
74d80727-d983-423c-b16c-c70c0da45c76,user_0006,merch_0010,dev_0062,37.04,2024-03-15 16:59:00,US-NY,0
e2fa9bc0-1d24-4621-ad50-a271bd3eb7d4,user_0006,merch_0015,dev_0019,150.64,2024-03-26 23:07:00,US-CA,1
95012c44-8037-4325-ae83-dfb28c2e71c9,user_0006,merch_0014,dev_0062,19.33,2024-03-29 01:51:00,US-TX,0
f723e47c-0afe-4dad-a127-be189cfece4f,user_0006,merch_0040,dev_0046,437.55,2024-03-31 22:09:00,IN-MUM,1
5beaa0b4-02a1-4b8a-a46f-9b941d5af4b4,user_0007,merch_0052,dev_0055,10.35,2024-01-01 22:28:00,US-TX,0
c6e301f4-fe2c-4182-9ce3-3fec8be63847,user_0007,merch_0044,dev_0055,12.7,2024-01-03 00:12:00,DE-BER,0
de408311-3254-4428-b367-58d2145bae11,user_0007,merch_0038,dev_0055,20.3,2024-01-14 05:12:00,US-TX,0
8de2c1fd-8b71-4a53-b4a9-ecb8ec1e9f20,user_0007,merch_0052,dev_0055,22.07,2024-01-17 03:12:00,US-TX,0
873a1c98-fc9d-45c2-ab06-ba229cd2d021,user_0007,merch_0052,dev_0055,21.03,2024-01-17 20:02:00,US-TX,0
de290793-b589-489d-80e8-f1118af1c001,user_0007,merch_0044,dev_0055,12.98,2024-01-29 03:30:00,US-TX,0
6b2e1f5c-7407-4bc7-87dc-ccd0478cb10c,user_0007,merch_0048,dev_0012,234.0,2024-01-29 04:16:00,US-CA,1
d9f62538-5aa9-4b91-abf1-9bb453725fb0,user_0007,merch_0038,dev_0053,271.71,2024-01-30 03:49:00,DE-BER,1
a4e06ff2-3484-43d4-81e7-06c283ca3ce1,user_0007,merch_0052,dev_0055,74.33,2024-02-05 05:09:00,US-TX,0
f95336a5-9db6-4459-b57e-0fcf440a5099,user_0007,merch_0052,dev_0055,24.24,2024-02-07 03:55:00,US-TX,0
6cea8215-5c46-4e11-b7c1-47414ed99517,user_0007,merch_0052,dev_0055,57.33,2024-02-08 17:15:00,US-TX,0
87244ce8-3c90-4441-a207-ca3c996655b9,user_0007,merch_0052,dev_0055,27.55,2024-02-10 01:39:00,UK-LON,0
a097789f-c299-4df7-9963-5635830ee79b,user_0007,merch_0030,dev_0036,222.12,2024-02-13 22:11:00,UK-LON,1
0a9ffbd5-7725-43d3-bb5b-d4486490d0c8,user_0007,merch_0005,dev_0055,27.59,2024-02-22 03:15:00,US-TX,0
81b42b77-0c44-4147-9b23-d97e2d4c99a7,user_0007,merch_0052,dev_0055,24.59,2024-02-25 03:35:00,US-TX,0
74ce6230-8988-47db-a85c-4d7a3d796b80,user_0007,merch_0017,dev_0055,21.17,2024-03-01 01:39:00,US-CA,0
bb46e883-9d91-4fd3-8284-6b5b8117740b,user_0007,merch_0007,dev_0055,29.42,2024-03-03 17:36:00,UK-LON,0
63e4bed5-d383-4299-9ea2-46bac5498aa6,user_0007,merch_0052,dev_0055,17.1,2024-03-03 17:55:00,US-TX,0
31a4bccd-3e15-4a60-a360-5b9ed0692494,user_0007,merch_0052,dev_0055,20.56,2024-03-03 19:22:00,US-TX,0
69da31f5-3549-4c3a-94e6-1be8cf543f80,user_0007,merch_0050,dev_0021,218.02,2024-03-14 03:58:00,US-TX,1
c05c4f35-fa9b-40a5-9e78-9e76ef63a291,user_0007,merch_0050,dev_0055,25.21,2024-03-17 02:51:00,US-TX,0
24c4a157-51af-4a32-9af7-ae2368b8df2e,user_0007,merch_0031,dev_0052,292.27,2024-03-29 15:30:00,DE-BER,1
b5dc5b93-ba98-4f64-9a68-16d8d2e9cbec,user_0008,merch_0007,dev_0055,34.41,2024-01-12 23:22:00,UK-LON,0
61c87b2e-a10b-465c-ac27-acd38c04ee12,user_0008,merch_0051,dev_0077,910.75,2024-01-22 06:19:00,US-CA,1
882e59d8-aa54-47ae-9457-7fc20c2a2775,user_0008,merch_0007,dev_0056,25.66,2024-01-26 01:32:00,UK-LON,0
58080073-a53c-490b-b7cc-ea285e7a6f88,user_0008,merch_0007,dev_0070,16.29,2024-02-02 21:07:00,UK-LON,0
ca3a73e2-06a5-4231-b3eb-e63ab9b35aa8,user_0008,merch_0047,dev_0055,239.65,2024-02-03 03:01:00,US-TX,1
675fb613-0eff-4f96-8102-2c570e46956f,user_0008,merch_0007,dev_0056,19.01,2024-02-04 22:53:00,UK-LON,0
8abcc191-7a36-458e-a0bb-eadc3dcdd037,user_0008,merch_0037,dev_0073,121.36,2024-02-05 05:36:00,US-NY,1
93fedb2b-5ad7-4114-aac6-90aea61befb7,user_0008,merch_0007,dev_0056,35.02,2024-02-23 03:31:00,UK-LON,0
84616fd4-d5d2-4aae-a97e-405eb60e065c,user_0008,merch_0007,dev_0056,19.56,2024-02-23 21:59:00,UK-LON,0
6b06d949-24b5-447e-b436-bde6415cec34,user_0008,merch_0032,dev_0056,28.1,2024-02-26 17:38:00,UK-LON,0
57345ed8-ea27-4998-ba0d-feab0faa3d78,user_0008,merch_0030,dev_0022,485.75,2024-02-27 04:58:00,DE-BER,1
644ffbfb-bf2d-4983-8909-829a2d61996c,user_0008,merch_0007,dev_0056,15.71,2024-02-29 17:41:00,US-NY,0
bc86b39f-b07c-4664-9248-75dcb06d430b,user_0008,merch_0007,dev_0056,46.12,2024-03-10 23:26:00,SG,0
5880c89e-c35a-4cd0-8416-719a09ef5509,user_0008,merch_0007,dev_0056,25.3,2024-03-12 04:34:00,UK-LON,0
8e089350-f6c6-4db8-bb0e-b31c78636e90,user_0008,merch_0007,dev_0056,12.21,2024-03-17 01:42:00,UK-LON,0
eb2bbe7c-0993-416e-9da8-18dc93177634,user_0008,merch_0023,dev_0066,105.52,2024-03-21 23:28:00,DE-BER,1
55462653-d248-44d8-bb79-6e57db455916,user_0008,merch_0007,dev_0056,31.95,2024-03-30 23:07:00,UK-LON,0
e0ccb096-b573-4aad-a1ca-978ee46fa8a8,user_0009,merch_0059,dev_0058,13.54,2024-01-04 05:42:00,US-TX,0
7b123fc5-113a-4b73-b3aa-dd3a972697a1,user_0009,merch_0049,dev_0058,31.03,2024-01-08 01:47:00,US-TX,0
2fb0097d-04bc-4d13-9320-04381be203e5,user_0009,merch_0059,dev_0058,49.28,2024-01-10 23:50:00,US-CA,0
b7bd84c7-304e-4747-b8fb-bebabdce50d5,user_0009,merch_0059,dev_0058,14.1,2024-01-13 23:10:00,US-TX,0
cfcc6881-813d-4bd0-a0bc-b38e59772d7f,user_0009,merch_0049,dev_0058,27.46,2024-01-19 02:06:00,US-TX,0
9b1e61e9-e68a-4a29-9292-4f3edb5b985b,user_0009,merch_0026,dev_0067,536.08,2024-01-25 05:10:00,DE-BER,1
ba2d4d97-97e7-4196-a16a-953ffe435162,user_0009,merch_0015,dev_0008,398.66,2024-02-07 05:14:00,SG,1
c7946e27-f2ab-4cef-888f-9439ee81c87e,user_0009,merch_0059,dev_0058,17.25,2024-02-13 05:43:00,US-TX,0
3c979019-2969-42c4-b685-c8a6a93957ba,user_0009,merch_0014,dev_0036,28.04,2024-02-15 19:40:00,US-TX,0
073dbd4a-d45c-4d3d-bb8c-baa7de88e7e5,user_0009,merch_0059,dev_0005,27.18,2024-02-15 21:27:00,US-TX,0
9900ca03-369d-4591-8beb-e2e0942fbfe8,user_0009,merch_0059,dev_0030,15.21,2024-02-22 16:20:00,US-TX,0
d2413004-8a0e-4f90-acf6-bd244cfc7c94,user_0009,merch_0037,dev_0044,391.15,2024-02-25 04:44:00,US-TX,1
a40733ea-b9b1-493d-a6e5-4516454b35aa,user_0009,merch_0021,dev_0058,16.22,2024-02-26 17:33:00,IN-MUM,0
7dec4a18-5745-4d57-85c5-dca310fe8d28,user_0009,merch_0059,dev_0058,26.66,2024-02-28 20:42:00,US-TX,0
b64f5f70-64e6-45c1-991a-a3a974226d44,user_0009,merch_0059,dev_0058,14.06,2024-03-02 17:15:00,US-TX,0
d58089ef-a85b-44c3-88bc-7263e30c3b3d,user_0009,merch_0059,dev_0058,21.22,2024-03-04 05:34:00,US-TX,0
dc9649d8-7319-4cff-ac2f-1e6c51f4ac35,user_0009,merch_0057,dev_0059,285.98,2024-03-11 05:10:00,US-TX,1
3c0df8c5-9f0b-4950-b0c4-4433e654e549,user_0009,merch_0059,dev_0058,28.67,2024-03-15 21:46:00,US-TX,0
70884ba0-c50d-4fea-ad18-a0aa470bdfa5,user_0009,merch_0024,dev_0058,30.36,2024-03-24 18:31:00,IN-MUM,0
4bfe093b-2a9d-433d-803e-3d26828e6ef7,user_0009,merch_0055,dev_0078,93.27,2024-03-29 03:15:00,UK-LON,1
4819efe7-e31e-4e1b-87c9-58e1b8daa3b2,user_0010,merch_0058,dev_0071,17.79,2024-01-02 20:34:00,US-TX,0
d97e02ce-b0dc-4866-8dd0-498a24135687,user_0010,merch_0039,dev_0062,490.37,2024-01-05 16:44:00,UK-LON,1
d28cb64e-5dd3-493a-bfca-fa2d4749adf5,user_0010,merch_0058,dev_0011,32.97,2024-01-05 20:31:00,US-TX,0
7eb1243a-fc66-46d2-8d4d-a09258382eab,user_0010,merch_0058,dev_0069,34.96,2024-01-20 22:41:00,US-TX,0
7348956a-1440-4176-b40a-59481ecd3fd3,user_0010,merch_0009,dev_0011,27.99,2024-01-30 05:43:00,US-TX,0
d5cc195f-789b-485e-877d-3531b396e33c,user_0010,merch_0043,dev_0047,749.54,2024-02-04 05:37:00,SG,1
cbcaab7a-baf5-4869-9ccc-fe4baf8af6b6,user_0010,merch_0058,dev_0011,27.24,2024-02-08 03:55:00,UK-LON,0
36d66c97-eadf-4239-9dca-08437cbacff1,user_0010,merch_0058,dev_0011,18.07,2024-02-17 00:32:00,US-TX,0
a8d01eb7-d9e2-4f90-bd25-c209ae6164ec,user_0010,merch_0056,dev_0030,136.35,2024-02-19 12:29:00,DE-BER,1
edbfef45-3241-4c61-bca6-e78d7bff0110,user_0010,merch_0058,dev_0011,30.36,2024-03-01 16:39:00,US-TX,0
873ad0ea-64e6-4eba-82ce-387fed2baee2,user_0010,merch_0014,dev_0011,14.35,2024-03-23 05:29:00,US-TX,0
42dfbde9-575e-4ab5-af00-1cd58fe9e2e5,user_0010,merch_0054,dev_0011,16.96,2024-03-28 21:34:00,US-TX,0
6acc1dea-a4ce-4431-98f5-b3cb13c73eec,user_0011,merch_0051,dev_0047,1251.5,2024-01-09 01:37:00,US-CA,1
3b0d25ea-a85e-4c61-8f72-f758c88b7717,user_0011,merch_0020,dev_0007,28.6,2024-01-09 18:17:00,US-TX,0
439f6341-4759-4e2a-9a84-8e735e7bed0d,user_0011,merch_0004,dev_0007,21.78,2024-01-11 17:27:00,US-TX,0
47994022-8b65-48fd-8598-d5117118fab9,user_0011,merch_0038,dev_0007,16.68,2024-01-15 01:32:00,US-TX,0
665107ec-6ce9-45c8-b4b9-403d4781cad8,user_0011,merch_0029,dev_0007,37.85,2024-01-29 02:40:00,US-TX,0
49e28b32-a0dc-4016-8fe6-d56983938d51,user_0011,merch_0025,dev_0007,24.68,2024-01-30 22:21:00,US-TX,0
7bc3e3d4-3771-4f73-a86e-9630c9dcaa5b,user_0011,merch_0008,dev_0003,211.19,2024-01-31 19:37:00,US-NY,1
cc088aab-3f15-4659-8977-bc216eadd7bc,user_0011,merch_0025,dev_0007,47.19,2024-02-11 02:16:00,US-TX,0
f6b7f7fa-bb82-4d4b-bc03-85e05ed935a7,user_0011,merch_0025,dev_0007,35.51,2024-02-13 04:09:00,US-CA,0
1f2cb709-ee16-40cf-9618-2c0feca4caaf,user_0011,merch_0025,dev_0007,17.48,2024-03-08 17:47:00,US-TX,0
372ce38a-bdaf-4389-9c73-38865240785f,user_0011,merch_0025,dev_0007,57.6,2024-03-10 20:51:00,US-CA,0
c94c71ca-a365-44e1-b0e9-d7b4543e368a,user_0011,merch_0025,dev_0007,15.15,2024-03-12 21:07:00,US-TX,0
2be4d217-4d04-409d-849d-ebcaccc93d2f,user_0011,merch_0015,dev_0007,29.54,2024-03-13 19:04:00,IN-MUM,0
cd1004bf-7ebe-4752-9627-ef1613fc432c,user_0011,merch_0049,dev_0057,143.49,2024-03-17 00:06:00,US-TX,1
87937cb1-3949-48a1-9ac3-5229304ac244,user_0011,merch_0025,dev_0007,27.79,2024-03-18 00:18:00,US-TX,0
f38a811c-0688-4458-8b92-11c510009c98,user_0011,merch_0025,dev_0007,35.6,2024-03-25 02:56:00,US-TX,0
692c7c2e-77f0-45dc-bb72-b6e5bc087931,user_0011,merch_0025,dev_0007,16.99,2024-03-26 00:19:00,US-TX,0
ae5684bb-e619-4a5e-97f8-5a090b687f1d,user_0011,merch_0025,dev_0007,32.51,2024-03-27 04:27:00,US-TX,0
1e120950-2135-498a-ad3a-01d89b3684d0,user_0011,merch_0054,dev_0007,23.7,2024-03-28 17:31:00,US-TX,0
eda032aa-3473-4af9-9e08-9d7a03052965,user_0012,merch_0014,dev_0073,29.18,2024-01-03 21:10:00,UK-LON,0
497a4731-cb1f-4e62-814d-80da79877da4,user_0012,merch_0014,dev_0079,30.48,2024-01-05 01:59:00,UK-LON,0
f0603468-45a3-45bb-9f12-92f397bcb220,user_0012,merch_0036,dev_0018,375.55,2024-01-09 20:09:00,SG,1
9a665752-00ad-40ed-9465-a0895d8593cd,user_0012,merch_0014,dev_0007,36.07,2024-01-29 04:08:00,UK-LON,0
8152b64b-a358-407b-b9ad-12ec5eb2978d,user_0012,merch_0003,dev_0073,16.76,2024-02-04 23:42:00,UK-LON,0
0481cdbd-6503-4362-bc82-c2c106acd612,user_0012,merch_0014,dev_0073,22.19,2024-02-09 21:22:00,UK-LON,0
881f5e56-3ceb-433c-94be-062a1afe5541,user_0012,merch_0014,dev_0073,26.29,2024-02-10 03:21:00,UK-LON,0
918f8fab-b49a-4d78-b5cc-b955b74b5da6,user_0012,merch_0014,dev_0073,26.52,2024-02-11 01:27:00,IN-MUM,0
abd5464e-f51f-40dd-bc64-c4c7f834e841,user_0012,merch_0014,dev_0073,14.01,2024-02-15 17:25:00,IN-MUM,0
1c1e5872-c4cc-4605-8f85-575d5a7ca289,user_0012,merch_0014,dev_0011,30.35,2024-02-23 23:21:00,UK-LON,0
d5e8abbc-c833-4379-9d37-ecad0bebc62f,user_0012,merch_0014,dev_0073,27.01,2024-02-25 18:08:00,UK-LON,0
c963dacd-566d-47b3-ad3a-bb8f30dc55f1,user_0012,merch_0058,dev_0073,16.48,2024-02-26 05:06:00,UK-LON,0
086cf53a-c5f9-4ecd-a4fe-fc7b7bf99629,user_0012,merch_0014,dev_0073,12.41,2024-03-06 17:22:00,UK-LON,0
a34f0799-d84d-4522-bf0c-4f77b0f50634,user_0012,merch_0014,dev_0073,25.18,2024-03-09 00:12:00,UK-LON,0
4da7910c-f660-4e37-bba9-30fa720e0113,user_0012,merch_0046,dev_0039,234.23,2024-03-18 02:05:00,US-TX,1
429f557e-0a07-409c-98df-1fa6ffc8d2a3,user_0012,merch_0014,dev_0073,20.07,2024-03-26 20:02:00,UK-LON,0
bbb2d0d8-73eb-4c64-8ff2-a354d7cd4f85,user_0013,merch_0046,dev_0057,30.93,2024-01-12 00:41:00,US-TX,0
13253ee5-6f92-4c08-951e-bff11d43d5f1,user_0013,merch_0046,dev_0044,34.52,2024-01-14 00:49:00,US-CA,0
574f095b-2eca-4a99-99a9-a499630da791,user_0013,merch_0058,dev_0044,31.72,2024-01-20 21:05:00,US-CA,0
c73a8d0b-c337-4fef-8cc3-1e2de87bd62a,user_0013,merch_0049,dev_0044,22.05,2024-01-23 03:28:00,US-CA,0
